,x_1_1,x_1_2,x_1_3,x_2_1,x_2_2,x_2_3,x_3_1,x_3_2,x_4_1,x_4_2,x_4_3,x_5_1,x_5_2,x_5_3,x_5_4,x_6_1,x_6_2,target
168,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
169,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
170,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1
171,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1
172,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1
173,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1
174,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1
175,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1
176,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
177,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
178,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1
179,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1
180,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1
181,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1
182,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1
183,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1
184,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0
185,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
186,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1
187,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1
188,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1
189,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1
190,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1
191,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1
192,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0
193,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
194,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1
195,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1
196,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1
197,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1
198,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1
199,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1
200,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0
201,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0
202,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1
203,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1
204,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1
205,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1
206,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1
207,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1
208,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0
209,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
210,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1
211,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1
212,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1
213,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1
214,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1
215,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1
216,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
217,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
218,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0
219,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
220,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
221,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
222,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1
223,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1
224,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0
225,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0
226,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0
227,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0
228,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
229,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
230,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
231,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
232,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
233,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
234,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
235,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
236,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
237,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
238,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
239,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
240,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0
241,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
242,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0
243,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0
244,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
245,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0
246,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1
247,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1
248,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0
249,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0
250,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0
251,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
252,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
253,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
254,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
255,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
256,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0
257,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
258,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0
259,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
260,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
261,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
262,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
263,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
264,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
265,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
266,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1
267,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1
268,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1
269,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1
270,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1
271,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1
272,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
273,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
274,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1
275,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1
276,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1
277,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1
278,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1
279,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
280,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
281,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
282,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1
283,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1
284,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
285,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1
286,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1
287,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1
288,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
289,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
290,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1
291,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1
292,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1
293,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1
294,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1
295,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1
296,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0
297,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
298,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1
299,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1
300,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1
301,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1
302,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1
303,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1
304,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
305,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
306,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1
307,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1
308,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1
309,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1
310,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1
311,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1
312,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
313,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
314,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1
315,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1
316,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1
317,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1
318,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1
319,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1
320,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
321,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
322,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1
323,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1
324,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1
325,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1
326,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1
327,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1
328,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0
329,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
330,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1
331,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1
332,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1
333,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1
334,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1
335,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1
336,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0
337,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
338,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1
339,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1
340,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1
341,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1
342,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1
343,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1
344,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0
345,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0
346,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1
347,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1
348,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1
349,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1
350,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1
351,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1
352,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0
353,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
354,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1
355,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1
356,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1
357,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1
358,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1
359,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1
360,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
361,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
362,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0
363,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
364,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
365,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
366,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1
367,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1
368,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0
369,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0
370,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0
371,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0
372,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
373,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
374,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
375,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
376,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
377,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
378,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
379,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
380,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
381,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
382,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
383,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
384,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0
385,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
386,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0
387,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0
388,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
389,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0
390,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1
391,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1
392,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0
393,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0
394,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0
395,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
396,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
397,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
398,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
399,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
400,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0
401,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
402,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0
403,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
404,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
405,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
406,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
407,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
408,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
409,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
410,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1
411,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1
412,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1
413,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1
414,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1
415,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1
416,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
417,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
418,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1
419,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1
420,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1
421,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1
422,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1
423,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
424,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
425,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
426,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1
427,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1
428,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
429,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1
430,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1
431,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1
432,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
433,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
434,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1
435,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1
436,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1
437,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1
438,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1
439,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1
440,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0
441,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
442,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1
443,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1
444,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1
445,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1
446,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1
447,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1
448,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
449,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
450,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1
451,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1
452,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1
453,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1
454,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1
455,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1
456,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
457,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
458,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1
459,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1
460,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1
461,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1
462,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1
463,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1
464,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
465,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
466,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1
467,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1
468,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1
469,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1
470,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1
471,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1
472,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0
473,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
474,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1
475,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1
476,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1
477,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1
478,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1
479,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1
480,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0
481,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
482,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1
483,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1
